TXTID	StoreID	CarID	Plan_ID	Unique_Sale	Revenue
220	8	9	6	8	75
221	6	8	7	8	75
222	10	9	7	8	75
223	3	10	8	8	75
224	4	10	8	8	75
225	5	5	8	8	75
226	6	10	9	8	75
227	8	12	9	8	75
228	10	7	9	8	75
229	4	9	9	8	75
230	3	5	10	8	75
231	6	2	10	8	75
232	5	3	10	8	75
233	2	6	1	9	90
234	6	4	1	9	90
235	9	4	1	9	90
236	8	2	1	9	90
237	4	6	2	9	90
238	1	10	2	9	90
239	5	4	2	9	90
240	7	7	2	9	90
241	8	9	2	9	90
242	3	5	3	9	90
243	10	2	3	9	90
244	7	3	3	9	90
245	3	6	4	9	90
246	2	5	4	9	90
247	1	2	4	9	90
248	6	11	4	9	90
249	9	11	4	9	90
250	9	7	4	9	90
251	5	3	4	9	90
252	7	10	5	9	90
253	4	4	5	9	90
254	6	6	6	9	90
255	1	10	6	9	90
256	4	5	6	9	90
257	3	4	6	9	90
258	5	1	6	9	90
259	3	9	6	9	90
260	1	6	7	9	90
261	8	6	7	9	90
262	6	4	7	9	90
263	2	1	7	9	90
264	3	2	7	9	90
265	5	11	7	9	90
266	7	3	7	9	90
267	5	6	8	9	90
268	2	10	8	9	90
269	4	1	8	9	90
270	3	11	8	9	90
271	8	3	8	9	90
272	4	9	8	9	90
273	5	9	8	9	90
274	10	9	8	9	90
275	9	5	9	9	90
276	10	12	9	9	90
277	1	2	9	9	90
278	8	2	9	9	90
279	8	5	10	9	90
280	8	8	10	9	90
281	1	1	10	9	90
282	2	1	10	9	90
283	5	11	10	9	90
284	10	9	10	9	90
285	3	8	1	10	100
286	2	4	1	10	100
287	4	2	1	10	100
288	6	2	1	10	100
289	9	11	1	10	100
290	3	7	1	10	100
291	7	9	1	10	100
292	7	4	2	10	100
293	6	6	3	10	100
294	3	12	3	10	100
295	4	12	3	10	100
296	9	11	3	10	100
297	8	3	3	10	100
298	7	10	4	10	100
299	8	10	4	10	100
300	8	6	5	10	100
301	8	4	5	10	100
302	9	4	5	10	100
303	8	11	5	10	100
304	8	3	5	10	100
305	9	9	5	10	100
306	10	10	6	10	100
307	5	12	6	10	100
308	1	8	7	10	100
309	10	8	7	10	100
310	1	9	7	10	100
311	4	5	8	10	100
312	1	4	8	10	100
313	5	10	9	10	100
314	5	8	9	10	100
315	2	2	9	10	100
316	4	5	10	10	100
317	10	12	10	10	100
318	10	3	10	10	100
319	1	6	1	11	105
320	4	6	1	11	105
321	6	6	1	11	105
322	4	12	1	11	105
323	2	2	1	11	105
324	7	2	1	11	105
325	3	10	2	11	105
326	1	8	2	11	105
327	2	9	2	11	105
328	2	8	3	11	105
329	4	1	3	11	105
330	2	10	4	11	105
331	5	8	4	11	105
332	4	11	5	11	105
333	2	7	5	11	105
334	6	5	6	11	105
335	6	4	6	11	105
336	1	1	6	11	105
337	2	6	7	11	105
338	4	3	7	11	105
339	2	5	8	11	105
340	7	8	8	11	105
341	10	8	8	11	105
342	5	1	8	11	105
343	3	7	8	11	105
344	2	3	8	11	105
345	3	10	9	11	105
346	6	1	9	11	105
347	8	11	9	11	105
348	9	11	10	11	105
349	9	9	10	11	105
350	2	4	1	12	120
351	3	3	1	12	120
352	7	10	2	12	120
353	2	5	2	12	120
354	7	1	2	12	120
355	4	10	3	12	120
356	10	10	3	12	120
357	5	1	3	12	120
358	7	7	3	12	120
359	9	10	4	12	120
360	6	8	4	12	120
361	9	8	4	12	120
362	10	4	4	12	120
363	8	3	4	12	120
364	8	11	5	12	120
365	4	8	6	12	120
366	7	8	6	12	120
367	4	1	6	12	120
368	2	9	6	12	120
369	6	11	7	12	120
370	3	9	7	12	120
371	3	1	8	12	120
372	4	12	8	12	120
373	8	2	8	12	120
374	3	3	8	12	120
375	10	3	8	12	120
376	4	10	9	12	120
377	4	3	9	12	120
378	10	9	9	12	120
379	7	5	10	12	120
380	7	8	10	12	120
381	5	1	10	12	120
382	10	2	10	12	120
383	8	7	10	12	120
384	6	3	10	12	120
385	8	6	2	13	125
386	10	8	2	13	125
387	1	11	2	13	125
388	10	11	2	13	125
389	2	6	3	13	125
390	7	6	3	13	125
391	4	10	3	13	125
392	9	10	3	13	125
393	3	5	3	13	125
394	2	8	3	13	125
395	2	12	3	13	125
396	2	10	4	13	125
397	6	5	5	13	125
398	9	4	5	13	125
399	8	5	6	13	125
400	5	8	6	13	125
401	8	4	6	13	125
402	1	12	6	13	125
403	7	9	6	13	125
404	5	10	7	13	125
405	4	2	8	13	125
406	9	2	8	13	125
407	8	10	9	13	125
408	9	10	9	13	125
409	2	5	9	13	125
410	4	8	9	13	125
411	1	4	10	13	125
412	4	4	10	13	125
413	9	3	10	13	125
414	8	5	1	14	135
415	10	1	1	14	135
416	8	12	1	14	135
417	6	2	1	14	135
418	1	7	1	14	135
419	2	9	1	14	135
420	3	1	2	14	135
421	6	1	2	14	135
422	8	12	2	14	135
423	10	12	2	14	135
424	4	9	2	14	135
425	7	6	4	14	135
426	7	10	4	14	135
427	8	10	4	14	135
428	8	7	4	14	135
429	5	6	5	14	135
430	5	1	5	14	135
431	1	7	5	14	135
432	2	5	6	14	135
433	3	1	7	14	135
434	10	12	7	14	135
435	1	7	7	14	135
436	10	7	7	14	135
437	6	9	7	14	135
438	4	6	8	14	135
439	8	6	8	14	135
440	1	5	8	14	135
441	7	1	8	14	135
442	4	2	8	14	135
443	7	12	9	14	135
444	6	11	9	14	135
445	7	11	9	14	135
446	6	12	10	14	135
447	7	2	10	14	135
448	8	8	1	15	140
449	6	9	1	15	140
450	1	12	2	15	140
451	4	7	2	15	140
452	10	3	2	15	140
453	7	11	3	15	140
454	8	10	4	15	140
455	9	5	4	15	140
456	6	2	4	15	140
457	10	3	4	15	140
458	7	9	4	15	140
459	10	9	4	15	140
460	2	6	5	15	140
461	6	8	5	15	140
462	10	9	5	15	140
463	4	4	6	15	140
464	3	2	6	15	140
465	10	3	6	15	140
466	4	5	7	15	140
467	10	12	8	15	140
468	9	9	8	15	140
469	2	1	9	15	140
470	2	9	9	15	140
471	10	1	10	15	140
472	7	7	10	15	140
473	7	10	1	16	150
474	6	1	1	16	150
475	1	12	1	16	150
476	8	12	1	16	150
477	8	3	1	16	150
478	8	8	2	16	150
479	5	7	2	16	150
480	6	9	2	16	150
481	2	6	3	16	150
482	7	6	3	16	150
483	8	5	3	16	150
484	4	11	3	16	150
485	8	6	4	16	150
486	1	4	4	16	150
487	8	4	4	16	150
488	7	2	4	16	150
489	4	7	4	16	150
490	9	7	4	16	150
491	2	9	4	16	150
492	3	8	5	16	150
493	5	1	5	16	150
494	7	12	5	16	150
495	2	11	5	16	150
496	2	11	5	16	150
497	3	11	5	16	150
498	5	11	5	16	150
499	8	11	5	16	150
500	9	11	5	16	150
501	1	7	5	16	150
502	3	7	5	16	150
503	1	3	5	16	150
504	4	6	6	16	150
505	5	8	6	16	150
506	4	4	6	16	150
507	5	2	6	16	150
508	10	2	6	16	150
509	6	3	6	16	150
510	3	9	6	16	150
511	7	9	6	16	150
512	3	5	7	16	150
513	6	11	7	16	150
514	7	7	7	16	150
515	3	5	8	16	150
516	9	8	8	16	150
517	3	10	9	16	150
518	3	5	9	16	150
519	10	8	9	16	150
520	2	4	9	16	150
521	10	12	9	16	150
522	4	11	9	16	150
523	7	7	9	16	150
524	2	6	10	16	150
525	3	6	10	16	150
526	6	1	10	16	150
527	2	12	10	16	150
528	9	12	10	16	150
529	1	2	10	16	150
530	4	11	10	16	150
531	6	9	10	16	150
532	8	10	1	17	175
533	3	1	1	17	175
534	3	5	2	17	175
535	1	4	2	17	175
536	8	7	2	17	175
537	9	7	2	17	175
538	5	9	2	17	175
539	10	8	3	17	175
540	2	2	3	17	175
541	6	11	3	17	175
542	5	6	4	17	175
543	3	4	4	17	175
544	7	12	4	17	175
545	7	11	4	17	175
546	4	5	5	17	175
547	4	8	5	17	175
548	10	8	5	17	175
549	2	7	5	17	175
550	7	9	5	17	175
551	5	10	6	17	175
552	10	5	6	17	175
553	6	8	6	17	175
554	7	8	6	17	175
555	6	2	6	17	175
556	1	7	6	17	175
557	9	3	6	17	175
558	4	8	7	17	175
559	5	12	7	17	175
560	8	2	7	17	175
561	7	7	7	17	175
562	10	3	7	17	175
563	5	2	8	17	175
564	3	3	8	17	175
565	2	10	9	17	175
566	3	5	9	17	175
567	4	1	9	17	175
568	10	1	9	17	175
569	1	2	9	17	175
570	1	7	10	17	175
571	3	3	10	17	175
572	1	1	1	18	180
573	8	12	1	18	180
574	4	7	1	18	180
575	2	8	2	18	180
576	8	1	2	18	180
577	5	8	3	18	180
578	7	11	3	18	180
579	6	10	4	18	180
580	5	8	4	18	180
581	2	4	4	18	180
582	4	4	4	18	180
583	10	1	4	18	180
584	1	11	5	18	180
585	5	3	5	18	180
586	9	3	5	18	180
587	6	5	6	18	180
588	10	5	6	18	180
589	1	12	6	18	180
590	2	12	6	18	180
591	9	3	6	18	180
592	3	10	7	18	180
593	5	9	7	18	180
594	10	5	8	18	180
595	2	7	8	18	180
596	9	7	8	18	180
597	5	7	9	18	180
598	9	10	10	18	180
599	2	12	10	18	180
600	1	2	10	18	180
601	1	11	10	18	180
602	2	3	10	18	180
603	10	10	1	19	200
604	5	5	1	19	200
605	2	3	1	19	200
606	8	9	1	19	200
607	8	9	2	19	200
608	4	5	3	19	200
609	9	1	3	19	200
610	4	12	3	19	200
611	8	12	3	19	200
612	2	2	3	19	200
613	10	2	3	19	200
614	2	6	4	19	200
615	1	5	4	19	200
616	5	8	4	19	200
617	4	4	4	19	200
618	7	3	4	19	200
619	6	6	5	19	200
620	10	12	5	19	200
621	3	2	5	19	200
622	7	7	5	19	200
623	3	3	5	19	200
624	10	9	5	19	200
625	6	8	6	19	200
626	5	4	6	19	200
627	7	2	6	19	200
628	8	9	6	19	200
629	9	9	6	19	200
630	4	4	7	19	200
631	2	3	7	19	200
632	5	1	8	19	200
633	6	2	8	19	200
634	10	7	8	19	200
635	3	5	9	19	200
636	5	12	9	19	200
637	6	7	9	19	200
638	9	3	9	19	200
639	6	8	10	19	200
640	2	11	10	19	200
641	10	11	10	19	200
642	5	3	10	19	200
643	1	10	1	20	225
644	3	8	1	20	225
645	4	8	1	20	225
646	8	4	1	20	225
647	1	6	2	20	225
648	2	6	2	20	225
649	1	5	2	20	225
650	8	4	2	20	225
651	3	1	2	20	225
652	6	11	2	20	225
653	10	7	2	20	225
654	2	3	2	20	225
655	1	5	3	20	225
656	1	7	3	20	225
657	4	7	3	20	225
658	7	10	4	20	225
659	6	4	4	20	225
660	10	4	4	20	225
661	9	12	4	20	225
662	9	2	4	20	225
663	10	7	4	20	225
664	5	3	4	20	225
665	8	3	4	20	225
666	1	9	4	20	225
667	6	10	5	20	225
668	9	4	5	20	225
669	3	1	5	20	225
670	5	1	5	20	225
671	5	9	5	20	225
672	6	6	6	20	225
673	7	10	6	20	225
674	10	3	6	20	225
675	6	9	6	20	225
676	9	6	7	20	225
677	8	5	7	20	225
678	6	12	7	20	225
679	10	12	7	20	225
680	4	2	7	20	225
681	6	7	7	20	225
682	2	8	8	20	225
683	5	4	8	20	225
684	1	1	8	20	225
685	5	12	8	20	225
686	8	11	8	20	225
687	3	3	8	20	225
688	8	5	9	20	225
689	3	4	9	20	225
690	10	4	9	20	225
691	1	7	9	20	225
692	3	3	9	20	225
693	10	8	10	20	225
694	4	1	10	20	225
695	4	12	10	20	225
696	9	2	10	20	225
697	4	11	10	20	225
698	8	5	1	21	265
699	6	4	1	21	265
700	3	1	1	21	265
701	10	11	1	21	265
702	4	6	2	21	265
703	9	4	2	21	265
704	1	6	3	21	265
705	3	6	3	21	265
706	6	8	3	21	265
707	10	3	3	21	265
708	4	4	4	21	265
709	2	1	4	21	265
710	2	12	4	21	265
711	5	11	6	21	265
712	8	6	7	21	265
713	8	8	7	21	265
714	7	4	7	21	265
715	4	9	7	21	265
716	7	8	8	21	265
717	8	2	8	21	265
718	1	11	8	21	265
719	7	7	8	21	265
720	6	1	9	21	265
721	1	11	9	21	265
722	3	9	9	21	265
723	9	9	9	21	265
724	1	6	10	21	265
725	4	3	10	21	265
726	8	3	10	21	265
727	2	9	10	21	265
728	1	5	1	22	300
729	5	12	1	22	300
730	7	2	1	22	300
731	1	11	1	22	300
732	10	11	1	22	300
733	3	3	1	22	300
734	7	4	2	22	300
735	6	4	3	22	300
736	8	4	3	22	300
737	6	2	3	22	300
738	1	12	4	22	300
739	4	12	4	22	300
740	4	9	4	22	300
741	3	6	5	22	300
742	6	6	5	22	300
743	6	10	6	22	300
744	8	10	6	22	300
745	3	2	6	22	300
746	8	6	7	22	300
747	8	8	7	22	300
748	3	1	7	22	300
749	8	5	8	22	300
750	8	1	8	22	300
751	3	12	8	22	300
752	7	12	8	22	300
753	5	7	8	22	300
754	1	6	9	22	300
755	9	8	9	22	300
756	1	4	9	22	300
757	3	1	9	22	300
758	9	9	9	22	300
759	6	6	10	22	300
760	7	7	10	22	300
761	9	12	1	23	400
762	6	12	2	23	400
763	1	11	2	23	400
764	3	6	3	23	400
765	10	6	3	23	400
766	5	4	3	23	400
767	7	1	3	23	400
768	6	2	3	23	400
769	9	8	4	23	400
770	1	4	4	23	400
771	4	1	4	23	400
772	2	11	4	23	400
773	3	6	5	23	400
774	1	5	5	23	400
775	7	2	5	23	400
776	8	1	6	23	400
777	1	3	6	23	400
778	10	10	7	23	400
779	7	8	7	23	400
780	6	8	8	23	400
781	10	12	8	23	400
782	4	2	8	23	400
783	1	3	8	23	400
784	1	9	8	23	400
785	3	9	8	23	400
786	1	8	9	23	400
787	4	4	9	23	400
788	10	3	9	23	400
789	2	6	10	23	400
790	2	2	10	23	400
791	10	11	10	23	400
792	8	6	1	24	450
793	7	10	1	24	450
794	6	5	1	24	450
795	8	1	1	24	450
796	10	12	1	24	450
797	9	11	1	24	450
798	9	6	2	24	450
799	10	6	2	24	450
800	1	5	2	24	450
801	10	8	2	24	450
802	4	12	2	24	450
803	4	7	2	24	450
804	6	7	2	24	450
805	7	3	2	24	450
806	9	3	2	24	450
807	3	6	3	24	450
808	2	10	3	24	450
809	6	4	3	24	450
810	6	7	3	24	450
811	7	9	3	24	450
812	8	9	3	24	450
813	8	5	4	24	450
814	9	5	4	24	450
815	1	4	4	24	450
816	2	4	4	24	450
817	3	4	4	24	450
818	3	1	4	24	450
819	5	1	4	24	450
820	10	2	4	24	450
821	1	7	4	24	450
822	6	7	4	24	450
823	9	7	4	24	450
824	5	6	5	24	450
825	1	10	5	24	450
826	6	11	5	24	450
827	9	11	5	24	450
828	1	3	5	24	450
829	5	5	6	24	450
830	6	4	6	24	450
831	6	11	6	24	450
832	8	3	6	24	450
833	10	6	7	24	450
834	10	10	7	24	450
835	6	4	7	24	450
836	1	11	7	24	450
837	4	11	7	24	450
838	2	3	7	24	450
839	7	8	8	24	450
840	10	4	8	24	450
841	4	12	8	24	450
842	6	12	8	24	450
843	10	7	8	24	450
844	9	3	8	24	450
845	3	9	8	24	450
846	9	4	9	24	450
847	10	12	9	24	450
848	10	11	9	24	450
849	3	7	9	24	450
850	7	7	9	24	450
851	8	7	9	24	450
852	7	10	10	24	450
853	9	5	10	24	450
854	2	12	10	24	450
855	9	3	10	24	450
856	8	10	1	25	530
857	1	4	1	25	530
858	4	10	2	25	530
859	8	1	2	25	530
860	6	3	2	25	530
861	1	8	3	25	530
862	4	8	3	25	530
863	9	4	3	25	530
864	2	11	3	25	530
865	7	6	4	25	530
866	8	10	4	25	530
867	9	8	4	25	530
868	5	3	4	25	530
869	3	1	5	25	530
870	8	3	5	25	530
871	2	5	6	25	530
872	10	12	6	25	530
873	1	2	6	25	530
874	4	2	6	25	530
875	9	11	6	25	530
876	8	9	6	25	530
877	8	9	7	25	530
878	9	4	8	25	530
879	2	3	8	25	530
880	7	5	9	25	530
881	5	8	9	25	530
882	7	1	9	25	530
883	9	12	9	25	530
884	3	8	10	25	530
885	4	9	10	25	530
886	8	9	10	25	530
887	4	6	1	26	600
888	7	10	1	26	600
889	9	10	1	26	600
890	5	1	1	26	600
891	6	7	1	26	600
892	5	6	2	26	600
893	7	8	2	26	600
894	1	2	2	26	600
895	6	3	2	26	600
896	7	9	2	26	600
897	5	10	3	26	600
898	10	10	4	26	600
899	2	12	4	26	600
900	4	11	4	26	600
901	5	7	4	26	600
902	2	3	4	26	600
903	7	3	4	26	600
904	9	9	4	26	600
905	10	4	5	26	600
906	2	12	5	26	600
907	3	2	5	26	600
908	1	7	5	26	600
909	10	6	6	26	600
910	10	6	6	26	600
911	8	10	6	26	600
912	6	5	6	26	600
913	6	5	6	26	600
914	1	1	6	26	600
915	3	12	6	26	600
916	2	11	6	26	600
917	3	9	7	26	600
918	9	9	7	26	600
919	2	4	8	26	600
920	1	2	8	26	600
921	9	2	8	26	600
922	3	7	8	26	600
923	2	6	9	26	600
924	8	8	9	26	600
925	3	6	10	26	600
926	8	2	10	26	600
927	8	3	10	26	600
928	10	3	10	26	600
929	3	7	1	27	675
930	7	3	1	27	675
931	7	9	1	27	675
932	9	6	2	27	675
933	10	7	2	27	675
934	2	8	3	27	675
935	9	2	3	27	675
936	8	7	3	27	675
937	10	7	3	27	675
938	8	9	3	27	675
939	4	5	4	27	675
940	10	8	4	27	675
941	3	1	4	27	675
942	8	11	4	27	675
943	2	7	4	27	675
944	2	1	5	27	675
945	6	12	5	27	675
946	6	9	5	27	675
947	1	10	6	27	675
948	4	12	6	27	675
949	9	6	7	27	675
950	5	10	7	27	675
951	1	8	8	27	675
952	10	8	8	27	675
953	6	9	8	27	675
954	10	9	8	27	675
955	1	5	9	27	675
956	6	8	9	27	675
957	4	9	9	27	675
958	1	6	10	27	675
959	10	8	10	27	675
960	4	11	10	27	675
961	2	10	1	28	750
962	4	10	1	28	750
963	3	3	2	28	750
964	9	3	3	28	750
965	7	6	4	28	750
966	5	10	4	28	750
967	3	1	4	28	750
968	7	12	4	28	750
969	6	10	5	28	750
970	2	7	5	28	750
971	10	4	6	28	750
972	4	2	6	28	750
973	4	3	6	28	750
974	7	11	7	28	750
975	2	10	8	28	750
976	1	5	9	28	750
977	3	8	9	28	750
978	4	1	9	28	750
979	7	1	9	28	750
980	6	2	9	28	750
981	7	9	9	28	750
982	3	6	10	28	750
983	9	10	10	28	750
984	4	1	10	28	750
985	2	12	10	28	750
986	3	8	1	29	795
987	3	9	1	29	795
988	3	4	2	29	795
989	6	5	3	29	795
990	4	4	3	29	795
991	5	2	4	29	795
992	6	10	5	29	795
993	8	5	5	29	795
994	4	1	5	29	795
995	6	1	6	29	795
996	7	1	6	29	795
997	5	8	7	29	795
998	10	7	7	29	795
999	6	2	8	29	795
1000	2	10	9	29	795
1001	7	5	9	29	795
1002	7	4	9	29	795
1003	3	2	10	29	795
1004	9	10	1	30	800
1005	3	12	1	30	800
1006	3	9	1	30	800
1007	1	10	2	30	800
1008	6	10	3	30	800
1009	4	12	3	30	800
1010	9	2	3	30	800
1011	6	3	3	30	800
1012	5	9	3	30	800
1013	5	6	4	30	800
1014	6	5	4	30	800
1015	7	8	4	30	800
1016	5	10	5	30	800
1017	3	8	5	30	800
1018	4	2	5	30	800
1019	5	6	6	30	800
1020	9	6	6	30	800
1021	7	3	6	30	800
1022	7	11	7	30	800
1023	5	9	7	30	800
1024	2	1	8	30	800
1025	3	11	8	30	800
1026	1	7	8	30	800
1027	7	6	9	30	800
1028	7	12	9	30	800
1029	5	7	9	30	800
1030	9	9	9	30	800
1031	2	4	10	30	800
1032	9	10	1	31	900
1033	9	6	2	31	900
1034	5	2	2	31	900
1035	6	3	2	31	900
1036	2	9	2	31	900
1037	8	10	3	31	900
1038	5	8	3	31	900
1039	7	7	3	31	900
1040	8	2	4	31	900
1041	6	2	5	31	900
1042	10	7	5	31	900
1043	6	3	5	31	900
1044	3	9	5	31	900
1045	5	6	6	31	900
1046	3	2	6	31	900
1047	8	2	6	31	900
1048	7	3	6	31	900
1049	9	12	7	31	900
1050	3	11	7	31	900
1051	2	10	8	31	900
1052	1	8	8	31	900
1053	10	4	8	31	900
1054	4	12	8	31	900
1055	7	2	8	31	900
1056	4	3	8	31	900
1057	6	5	9	31	900
1058	6	4	9	31	900
1059	2	2	9	31	900
1060	9	10	10	31	900
1061	4	1	10	31	900
1062	1	2	10	31	900
1063	8	7	10	31	900
1064	10	6	1	32	1000
1065	8	8	1	32	1000
1066	8	2	1	32	1000
1067	6	7	1	32	1000
1068	3	6	2	32	1000
1069	4	8	3	32	1000
1070	7	8	3	32	1000
1071	1	7	3	32	1000
1072	2	9	3	32	1000
1073	3	9	3	32	1000
1074	9	6	4	32	1000
1075	5	8	4	32	1000
1076	10	2	4	32	1000
1077	3	9	4	32	1000
1078	1	3	5	32	1000
1079	2	1	6	32	1000
1080	5	12	6	32	1000
1081	2	2	6	32	1000
1082	5	2	6	32	1000
1083	9	3	6	32	1000
1084	7	8	7	32	1000
1085	4	3	7	32	1000
1086	10	3	7	32	1000
1087	1	5	8	32	1000
1088	6	7	8	32	1000
1089	4	4	9	32	1000
1090	5	7	9	32	1000
1091	1	10	10	32	1000
1092	6	2	10	32	1000
1093	4	11	10	32	1000
1094	2	6	1	33	1060
1095	10	10	1	33	1060
1096	1	11	1	33	1060
1097	1	5	2	33	1060
1098	5	1	2	33	1060
1099	9	11	3	33	1060
1100	5	9	3	33	1060
1101	5	8	4	33	1060
1102	6	4	4	33	1060
1103	5	2	4	33	1060
1104	4	11	4	33	1060
1105	1	9	4	33	1060
1106	1	9	5	33	1060
1107	6	9	5	33	1060
1108	7	2	6	33	1060
1109	10	7	7	33	1060
1110	10	6	8	33	1060
1111	10	3	8	33	1060
1112	5	9	8	33	1060
1113	8	9	8	33	1060
1114	5	11	9	33	1060
1115	5	3	9	33	1060
1116	6	3	9	33	1060
1117	3	6	10	33	1060
1118	8	5	10	33	1060
1119	9	12	10	33	1060
1120	7	2	10	33	1060
1121	10	3	10	33	1060
1122	5	8	1	34	1125
1123	3	8	2	34	1125
1124	3	4	2	34	1125
1125	3	3	2	34	1125
1126	1	9	2	34	1125
1127	2	8	3	34	1125
1128	3	4	3	34	1125
1129	1	12	3	34	1125
1130	3	3	3	34	1125
1131	3	9	3	34	1125
1132	3	2	4	34	1125
1133	5	2	4	34	1125
1134	3	5	5	34	1125
1135	2	4	5	34	1125
1136	6	12	5	34	1125
1137	3	6	6	34	1125
1138	3	4	6	34	1125
1139	3	5	7	34	1125
1140	7	8	7	34	1125
1141	4	11	7	34	1125
1142	7	9	7	34	1125
